day,timestamp,product,buyer,seller,price,quantity,inferred_side,best_bid,best_ask,mid_price,distance_to_mid,distance_to_best_bid,distance_to_best_ask,is_new_daily_low_trade,is_new_daily_high_trade,persistence_bars,cluster_center,cluster_min,cluster_max,markout_5,markout_20,markout_50
0,289500,VELVETFRUIT_EXTRACT,,,5250.0,7,BUY,5245.0,5250.0,5247.5,2.5,5.0,0.0,False,False,0,8,7,9,-2.5,-7.5,-6.5
0,291200,VELVETFRUIT_EXTRACT,,,5237.0,7,SELL,5237.0,5242.0,5239.5,-2.5,0.0,-5.0,False,False,0,8,7,9,8.0,7.5,6.5
0,292400,VELVETFRUIT_EXTRACT,,,5245.0,6,BUY,5240.0,5245.0,5242.5,2.5,5.0,0.0,False,False,50,5,4,6,-0.5,-1.5,2.5
0,293200,VELVETFRUIT_EXTRACT,,,5242.0,7,SELL,5242.0,5247.0,5244.5,-2.5,0.0,-5.0,False,False,0,8,7,9,1.5,1.5,7.0
0,297300,VELVETFRUIT_EXTRACT,,,5245.0,3,SELL,5245.0,5251.0,5248.0,-3.0,0.0,-6.0,False,False,0,3,3,3,3.5,11.5,13.5
0,297600,VELVETFRUIT_EXTRACT,,,5245.0,8,SELL,5245.0,5250.0,5247.5,-2.5,0.0,-5.0,False,False,0,8,7,9,4.5,10.5,13.0
0,297800,VELVETFRUIT_EXTRACT,,,5251.0,5,BUY,5246.0,5251.0,5248.5,2.5,5.0,0.0,False,False,50,5,4,6,-2.5,3.5,8.5
0,304700,VELVETFRUIT_EXTRACT,,,5255.0,4,BUY,5250.0,5255.0,5252.5,2.5,5.0,0.0,False,True,0,5,4,6,-2.5,-2.5,-2.5
0,305700,VELVETFRUIT_EXTRACT,,,5252.0,8,SELL,5252.0,5257.0,5254.5,-2.5,0.0,-5.0,False,False,0,8,7,9,0.0,1.5,3.0
0,310000,VELVETFRUIT_EXTRACT,,,5253.0,3,SELL,5253.0,5258.0,5255.5,-2.5,0.0,-5.0,False,False,0,3,3,3,0.5,2.5,7.0
0,321200,VELVETFRUIT_EXTRACT,,,5257.0,10,BUY,5255.0,5257.0,5256.0,1.0,2.0,0.0,False,True,50,10,10,11,1.5,1.5,11.5
0,323400,VELVETFRUIT_EXTRACT,,,5258.0,12,BUY,5257.0,5258.0,5257.5,0.5,1.0,0.0,False,True,50,13,12,14,-1.0,7.0,10.5
0,323900,VELVETFRUIT_EXTRACT,,,5258.0,7,BUY,5256.0,5258.0,5257.0,1.0,2.0,0.0,False,False,50,8,7,9,0.0,9.5,8.5
0,327600,VELVETFRUIT_EXTRACT,,,5269.0,3,SELL,5269.0,5274.0,5271.5,-2.5,0.0,-5.0,False,True,50,3,3,3,0.5,-3.5,-1.5
0,329500,VELVETFRUIT_EXTRACT,,,5266.0,10,BUY,5265.0,5266.0,5265.5,0.5,1.0,0.0,False,False,20,10,10,11,-1.0,2.5,-3.5
0,329700,VELVETFRUIT_EXTRACT,,,5265.0,3,SELL,5265.0,5270.0,5267.5,-2.5,0.0,-5.0,False,False,50,3,3,3,-0.5,3.5,-1.5
0,335400,VELVETFRUIT_EXTRACT,,,5266.0,8,BUY,5261.0,5266.0,5263.5,2.5,5.0,0.0,False,False,0,8,7,9,-2.0,-4.5,-9.5
0,338000,VELVETFRUIT_EXTRACT,,,5262.0,3,BUY,5257.0,5262.0,5259.5,2.5,5.0,0.0,False,False,0,3,3,3,-3.5,-3.5,-10.0
0,345400,VELVETFRUIT_EXTRACT,,,5250.0,8,SELL,5250.0,5255.0,5252.5,-2.5,0.0,-5.0,False,False,0,8,7,9,7.5,14.0,20.5
0,346300,VELVETFRUIT_EXTRACT,,,5262.0,8,BUY,5257.0,5262.0,5259.5,2.5,5.0,0.0,False,False,50,8,7,9,1.0,8.0,9.5
0,346400,VELVETFRUIT_EXTRACT,,,5258.0,3,SELL,5258.0,5263.0,5260.5,-2.5,0.0,-5.0,False,False,0,3,3,3,3.5,10.5,13.5
0,350700,VELVETFRUIT_EXTRACT,,,5276.0,6,BUY,5271.0,5276.0,5273.5,2.5,5.0,0.0,False,True,0,5,4,6,-4.0,-4.5,-1.5
0,351100,VELVETFRUIT_EXTRACT,,,5271.0,7,SELL,5271.0,5276.0,5273.5,-2.5,0.0,-5.0,False,False,0,8,7,9,4.5,0.5,2.5
0,352700,VELVETFRUIT_EXTRACT,,,5274.0,7,BUY,5269.0,5274.0,5271.5,2.5,5.0,0.0,False,False,0,8,7,9,-3.0,-2.5,-0.5
0,354000,VELVETFRUIT_EXTRACT,,,5270.0,3,SELL,5270.0,5275.0,5272.5,-2.5,0.0,-5.0,False,False,0,3,3,3,3.0,5.5,13.0
0,354400,VELVETFRUIT_EXTRACT,,,5271.0,4,SELL,5271.0,5276.0,5273.5,-2.5,0.0,-5.0,False,False,20,5,4,6,3.5,-0.5,9.5
0,359500,VELVETFRUIT_EXTRACT,,,5279.0,6,SELL,5279.0,5284.0,5281.5,-2.5,0.0,-5.0,False,True,50,5,4,6,4.0,2.5,-2.5
0,366300,VELVETFRUIT_EXTRACT,,,5279.0,7,BUY,5277.0,5278.0,5277.5,1.5,2.0,1.0,False,False,5,8,7,9,2.5,-4.5,-0.5
0,369900,VELVETFRUIT_EXTRACT,,,5274.0,8,SELL,5274.0,5279.0,5276.5,-2.5,0.0,-5.0,False,False,0,8,7,9,4.5,7.5,10.5
0,372300,VELVETFRUIT_EXTRACT,,,5279.0,9,BUY,5277.0,5279.0,5278.0,1.0,2.0,0.0,False,False,50,8,7,9,1.5,2.5,5.0
0,374900,VELVETFRUIT_EXTRACT,,,5287.0,3,BUY,5282.0,5287.0,5284.5,2.5,5.0,0.0,False,True,0,3,3,3,-3.5,-3.5,-15.0
0,376500,VELVETFRUIT_EXTRACT,,,5287.0,3,BUY,5282.0,5287.0,5284.5,2.5,5.0,0.0,False,False,0,3,3,3,-3.5,-13.5,-15.5
0,376700,VELVETFRUIT_EXTRACT,,,5286.0,8,BUY,5281.0,5286.0,5283.5,2.5,5.0,0.0,False,False,0,8,7,9,-2.5,-13.0,-14.5
0,381200,VELVETFRUIT_EXTRACT,,,5269.0,7,SELL,5269.0,5274.0,5271.5,-2.5,0.0,-5.0,False,False,50,8,7,9,2.5,6.0,-3.5
0,386500,VELVETFRUIT_EXTRACT,,,5271.0,3,BUY,5265.0,5271.0,5268.0,3.0,6.0,0.0,False,False,0,3,3,3,-1.5,-0.5,-5.5
0,387500,VELVETFRUIT_EXTRACT,,,5275.0,7,BUY,5270.0,5275.0,5272.5,2.5,5.0,0.0,False,False,0,8,7,9,-2.5,-5.5,-11.0
0,388000,VELVETFRUIT_EXTRACT,,,5275.0,4,BUY,5270.0,5275.0,5272.5,2.5,5.0,0.0,False,False,0,5,4,6,-4.5,-8.5,-12.5
0,389600,VELVETFRUIT_EXTRACT,,,5271.0,4,BUY,5266.0,5271.0,5268.5,2.5,5.0,0.0,False,False,0,5,4,6,-3.5,-5.0,-9.5
0,392600,VELVETFRUIT_EXTRACT,,,5266.0,8,BUY,5261.0,5266.0,5263.5,2.5,5.0,0.0,False,False,0,8,7,9,-4.5,-4.5,-3.5
0,394200,VELVETFRUIT_EXTRACT,,,5261.0,7,SELL,5261.0,5266.0,5263.5,-2.5,0.0,-5.0,False,False,5,8,7,9,-1.5,1.5,2.5
0,395500,VELVETFRUIT_EXTRACT,,,5261.0,3,SELL,5261.0,5266.0,5263.5,-2.5,0.0,-5.0,False,False,0,3,3,3,2.5,0.5,0.5
0,396900,VELVETFRUIT_EXTRACT,,,5263.0,10,BUY,5261.0,5263.0,5262.0,1.0,2.0,0.0,False,False,50,10,10,11,-2.0,0.5,2.5
0,397900,VELVETFRUIT_EXTRACT,,,5260.0,6,SELL,5260.0,5266.0,5263.0,-3.0,0.0,-6.0,False,False,50,5,4,6,1.5,-0.5,-3.5
0,399700,VELVETFRUIT_EXTRACT,,,5259.0,6,SELL,5259.0,5264.0,5261.5,-2.5,0.0,-5.0,False,False,0,5,4,6,1.5,5.5,3.5
0,404300,VELVETFRUIT_EXTRACT,,,5260.0,8,SELL,5260.0,5266.0,5263.0,-3.0,0.0,-6.0,False,False,0,8,7,9,2.5,4.5,12.5
0,405800,VELVETFRUIT_EXTRACT,,,5260.0,7,SELL,5260.0,5265.0,5262.5,-2.5,0.0,-5.0,False,False,0,8,7,9,4.5,10.5,11.5
0,407800,VELVETFRUIT_EXTRACT,,,5271.0,9,BUY,5270.0,5271.0,5270.5,0.5,1.0,0.0,False,False,20,8,7,9,-1.5,1.0,0.0
0,409600,VELVETFRUIT_EXTRACT,,,5269.0,6,SELL,5269.0,5274.0,5271.5,-2.5,0.0,-5.0,False,False,50,5,4,6,2.5,1.5,-5.0
0,414800,VELVETFRUIT_EXTRACT,,,5266.0,5,BUY,5261.0,5266.0,5263.5,2.5,5.0,0.0,False,False,5,5,4,6,0.5,-1.5,-4.5
0,417000,VELVETFRUIT_EXTRACT,,,5264.0,9,BUY,5263.0,5264.0,5263.5,0.5,1.0,0.0,False,False,50,8,7,9,-1.0,2.5,4.5
0,419500,VELVETFRUIT_EXTRACT,,,5262.0,5,SELL,5262.0,5267.0,5264.5,-2.5,0.0,-5.0,False,False,0,5,4,6,0.5,4.0,5.5
0,421200,VELVETFRUIT_EXTRACT,,,5270.0,5,BUY,5264.0,5270.0,5267.0,3.0,6.0,0.0,False,False,0,5,4,6,-5.0,-4.5,-5.5
0,423100,VELVETFRUIT_EXTRACT,,,5264.0,6,SELL,5264.0,5269.0,5266.5,-2.5,0.0,-5.0,False,False,50,5,4,6,0.5,1.5,-5.0
0,428200,VELVETFRUIT_EXTRACT,,,5256.0,8,SELL,5256.0,5261.0,5258.5,-2.5,0.0,-5.0,False,False,50,8,7,9,-0.5,-7.0,-7.5
0,429700,VELVETFRUIT_EXTRACT,,,5249.0,8,BUY,5247.0,5249.0,5248.0,1.0,2.0,0.0,False,False,20,8,7,9,0.0,2.0,-2.5
0,430800,VELVETFRUIT_EXTRACT,,,5252.0,4,BUY,5247.0,5252.0,5249.5,2.5,5.0,0.0,False,False,5,5,4,6,1.5,-5.5,-3.5
0,432000,VELVETFRUIT_EXTRACT,,,5249.0,8,BUY,5244.0,5249.0,5246.5,2.5,5.0,0.0,False,False,0,8,7,9,-4.5,-5.5,-2.5
0,433100,VELVETFRUIT_EXTRACT,,,5246.0,9,BUY,5245.0,5246.0,5245.5,0.5,1.0,0.0,False,False,50,8,7,9,-0.5,0.5,0.5
0,433500,VELVETFRUIT_EXTRACT,,,5248.0,3,BUY,5243.0,5248.0,5245.5,2.5,5.0,0.0,False,False,20,3,3,3,-4.5,1.5,-4.0
0,436600,VELVETFRUIT_EXTRACT,,,5249.0,8,BUY,5244.0,5249.0,5246.5,2.5,5.0,0.0,False,False,0,8,7,9,-1.5,-4.5,-5.5
0,437100,VELVETFRUIT_EXTRACT,,,5245.0,5,SELL,5245.0,5250.0,5247.5,-2.5,0.0,-5.0,False,False,0,5,4,6,5.0,0.0,0.5
0,440100,VELVETFRUIT_EXTRACT,,,5248.0,4,BUY,5243.0,5248.0,5245.5,2.5,5.0,0.0,False,False,50,5,4,6,-1.5,-2.5,5.0
0,442300,VELVETFRUIT_EXTRACT,,,5244.0,7,SELL,5244.0,5250.0,5247.0,-3.0,0.0,-6.0,False,False,0,8,7,9,0.5,7.0,6.5
0,448400,VELVETFRUIT_EXTRACT,,,5253.0,7,BUY,5247.0,5253.0,5250.0,3.0,6.0,0.0,False,False,0,8,7,9,-3.5,-7.5,-14.5
0,450100,VELVETFRUIT_EXTRACT,,,5242.0,5,SELL,5242.0,5248.0,5245.0,-3.0,0.0,-6.0,False,False,20,5,4,6,0.5,-1.5,2.5
0,450300,VELVETFRUIT_EXTRACT,,,5246.0,7,SELL,5246.0,5248.0,5247.0,-1.0,0.0,-2.0,False,False,50,8,7,9,-2.5,-7.5,-1.5
0,450500,VELVETFRUIT_EXTRACT,,,5243.0,6,BUY,5241.0,5243.0,5242.0,1.0,2.0,0.0,False,False,50,5,4,6,0.5,-4.5,2.0
0,452500,VELVETFRUIT_EXTRACT,,,5240.0,8,BUY,5237.0,5240.0,5238.5,1.5,3.0,0.0,False,False,20,8,7,9,-1.5,2.5,-2.0
0,453900,VELVETFRUIT_EXTRACT,,,5237.0,10,BUY,5235.0,5237.0,5236.0,1.0,2.0,0.0,False,False,50,10,10,11,3.5,7.0,2.5
0,454500,VELVETFRUIT_EXTRACT,,,5240.0,8,SELL,5240.0,5245.0,5242.5,-2.5,0.0,-5.0,False,False,50,8,7,9,4.5,0.5,-3.5
0,455600,VELVETFRUIT_EXTRACT,,,5241.0,4,SELL,5241.0,5247.0,5244.0,-3.0,0.0,-6.0,False,False,50,5,4,6,1.5,0.5,-6.5
0,456600,VELVETFRUIT_EXTRACT,,,5243.0,8,BUY,5238.0,5243.0,5240.5,2.5,5.0,0.0,False,False,0,8,7,9,-4.5,-3.5,-13.5
0,458100,VELVETFRUIT_EXTRACT,,,5237.0,8,SELL,5237.0,5243.0,5240.0,-3.0,0.0,-6.0,False,False,50,8,7,9,2.5,0.5,-6.5
0,463300,VELVETFRUIT_EXTRACT,,,5227.0,8,SELL,5227.0,5232.0,5229.5,-2.5,0.0,-5.0,False,False,0,8,7,9,4.5,4.5,5.5
0,463700,VELVETFRUIT_EXTRACT,,,5234.0,3,BUY,5228.0,5234.0,5231.0,3.0,6.0,0.0,False,False,0,3,3,3,-1.5,-3.5,-4.5
0,469900,VELVETFRUIT_EXTRACT,,,5233.0,3,BUY,5227.0,5233.0,5230.0,3.0,6.0,0.0,False,False,50,3,3,3,-3.5,1.5,1.0
0,470500,VELVETFRUIT_EXTRACT,,,5232.0,5,BUY,5227.0,5232.0,5229.5,2.5,5.0,0.0,False,False,20,5,4,6,-2.5,4.5,-0.5
0,471100,VELVETFRUIT_EXTRACT,,,5231.0,6,BUY,5226.0,5231.0,5228.5,2.5,5.0,0.0,False,False,50,5,4,6,3.0,2.5,5.5
0,472600,VELVETFRUIT_EXTRACT,,,5233.0,7,SELL,5233.0,5238.0,5235.5,-2.5,0.0,-5.0,False,False,20,8,7,9,0.5,-2.0,0.0
0,472700,VELVETFRUIT_EXTRACT,,,5234.0,6,SELL,5234.0,5239.0,5236.5,-2.5,0.0,-5.0,False,False,50,5,4,6,1.0,-2.5,-1.5
0,474000,VELVETFRUIT_EXTRACT,,,5238.0,7,BUY,5233.0,5238.0,5235.5,2.5,5.0,0.0,False,False,0,8,7,9,-4.5,-4.5,-2.5
0,474600,VELVETFRUIT_EXTRACT,,,5232.0,9,BUY,5230.0,5232.0,5231.0,1.0,2.0,0.0,False,False,50,8,7,9,2.5,7.0,7.5
0,476800,VELVETFRUIT_EXTRACT,,,5240.0,8,BUY,5235.0,5240.0,5237.5,2.5,5.0,0.0,False,False,50,8,7,9,-3.5,-4.0,5.5
0,478700,VELVETFRUIT_EXTRACT,,,5234.0,3,SELL,5234.0,5239.0,5236.5,-2.5,0.0,-5.0,False,False,0,3,3,3,2.5,9.5,14.0
0,482700,VELVETFRUIT_EXTRACT,,,5251.0,7,BUY,5246.0,5251.0,5248.5,2.5,5.0,0.0,False,False,0,8,7,9,-3.5,-8.5,-8.0
0,483100,VELVETFRUIT_EXTRACT,,,5247.0,3,SELL,5247.0,5252.0,5249.5,-2.5,0.0,-5.0,False,False,50,3,3,3,0.5,-5.5,-3.5
0,488600,VELVETFRUIT_EXTRACT,,,5244.0,5,BUY,5238.0,5244.0,5241.0,3.0,6.0,0.0,False,False,0,5,4,6,-2.5,-4.5,-5.5
0,491300,VELVETFRUIT_EXTRACT,,,5234.0,4,BUY,5232.0,5234.0,5233.0,1.0,2.0,0.0,False,False,50,5,4,6,3.5,3.0,9.5
0,491300,VELVETFRUIT_EXTRACT,,,5234.0,3,BUY,5232.0,5234.0,5233.0,1.0,2.0,0.0,False,False,50,3,3,3,3.5,3.0,9.5
0,491600,VELVETFRUIT_EXTRACT,,,5238.0,3,BUY,5233.0,5238.0,5235.5,2.5,5.0,0.0,False,False,50,3,3,3,-1.5,0.5,6.5
0,493600,VELVETFRUIT_EXTRACT,,,5241.0,5,BUY,5236.0,5241.0,5238.5,2.5,5.0,0.0,False,False,50,5,4,6,0.5,-1.5,3.5
0,494100,VELVETFRUIT_EXTRACT,,,5244.0,6,BUY,5239.0,5244.0,5241.5,2.5,5.0,0.0,False,False,50,5,4,6,-2.0,-3.5,4.0
0,495200,VELVETFRUIT_EXTRACT,,,5242.0,7,BUY,5237.0,5242.0,5239.5,2.5,5.0,0.0,False,False,50,8,7,9,-0.5,3.5,5.5
0,499400,VELVETFRUIT_EXTRACT,,,5247.0,7,SELL,5247.0,5253.0,5250.0,-3.0,0.0,-6.0,False,False,50,8,7,9,2.5,-3.5,-8.5
0,501100,VELVETFRUIT_EXTRACT,,,5246.0,6,BUY,5241.0,5246.0,5243.5,2.5,5.0,0.0,False,False,0,5,4,6,-2.0,-6.5,-3.0
0,502700,VELVETFRUIT_EXTRACT,,,5243.0,6,BUY,5238.0,5243.0,5240.5,2.5,5.0,0.0,False,False,0,5,4,6,-4.5,-4.5,-6.5
0,507500,VELVETFRUIT_EXTRACT,,,5231.0,6,SELL,5231.0,5237.0,5234.0,-3.0,0.0,-6.0,False,False,50,5,4,6,2.0,-2.5,-3.5
0,512300,VELVETFRUIT_EXTRACT,,,5225.0,7,SELL,5225.0,5230.0,5227.5,-2.5,0.0,-5.0,False,False,0,8,7,9,3.5,1.5,7.5
0,513300,VELVETFRUIT_EXTRACT,,,5225.0,10,BUY,5223.0,5225.0,5224.0,1.0,2.0,0.0,False,False,50,10,10,11,3.5,1.5,12.5
0,513900,VELVETFRUIT_EXTRACT,,,5232.0,7,BUY,5227.0,5232.0,5229.5,2.5,5.0,0.0,False,False,50,8,7,9,-5.0,-7.0,9.5
0,515500,VELVETFRUIT_EXTRACT,,,5225.0,7,BUY,5223.0,5225.0,5224.0,1.0,2.0,0.0,False,False,50,8,7,9,2.5,8.0,21.5
0,515800,VELVETFRUIT_EXTRACT,,,5228.0,4,BUY,5226.0,5228.0,5227.0,1.0,2.0,0.0,False,False,50,5,4,6,-0.5,6.5,19.0
0,518000,VELVETFRUIT_EXTRACT,,,5234.0,7,SELL,5234.0,5239.0,5236.5,-2.5,0.0,-5.0,False,False,0,8,7,9,5.5,10.5,19.5
0,519600,VELVETFRUIT_EXTRACT,,,5241.0,5,SELL,5241.0,5246.0,5243.5,-2.5,0.0,-5.0,False,False,0,5,4,6,2.5,9.5,11.5
0,520200,VELVETFRUIT_EXTRACT,,,5243.0,4,SELL,5243.0,5248.0,5245.5,-2.5,0.0,-5.0,False,False,0,5,4,6,4.0,8.5,11.5
0,521000,VELVETFRUIT_EXTRACT,,,5246.0,5,SELL,5246.0,5252.0,5249.0,-3.0,0.0,-6.0,False,False,0,5,4,6,5.0,7.5,8.5
0,521500,VELVETFRUIT_EXTRACT,,,5248.0,4,SELL,5248.0,5254.0,5251.0,-3.0,0.0,-6.0,False,False,0,5,4,6,2.5,3.5,9.5
0,522400,VELVETFRUIT_EXTRACT,,,5249.0,7,SELL,5249.0,5254.0,5251.5,-2.5,0.0,-5.0,False,False,0,8,7,9,6.5,2.5,6.5
0,523200,VELVETFRUIT_EXTRACT,,,5255.0,8,BUY,5250.0,5255.0,5252.5,2.5,5.0,0.0,False,False,50,8,7,9,-3.5,-0.5,3.5
0,525700,VELVETFRUIT_EXTRACT,,,5257.0,8,BUY,5254.0,5257.0,5255.5,1.5,3.0,0.0,False,False,50,8,7,9,-2.5,-1.5,2.5
0,530400,VELVETFRUIT_EXTRACT,,,5263.0,7,BUY,5258.0,5263.0,5260.5,2.5,5.0,0.0,False,False,0,8,7,9,-7.0,-6.5,-9.5
0,531300,VELVETFRUIT_EXTRACT,,,5255.0,10,BUY,5253.0,5255.0,5254.0,1.0,2.0,0.0,False,False,20,10,10,11,2.0,0.5,-4.5
0,535000,VELVETFRUIT_EXTRACT,,,5249.0,3,SELL,5249.0,5255.0,5252.0,-3.0,0.0,-6.0,False,False,50,3,3,3,5.5,1.5,-5.5
0,535900,VELVETFRUIT_EXTRACT,,,5253.0,7,BUY,5251.0,5253.0,5252.0,1.0,2.0,0.0,False,False,0,8,7,9,-2.5,-7.5,-7.5
0,537500,VELVETFRUIT_EXTRACT,,,5247.0,8,SELL,5247.0,5253.0,5250.0,-3.0,0.0,-6.0,False,False,50,8,7,9,-0.5,-8.5,-2.0
0,540100,VELVETFRUIT_EXTRACT,,,5246.0,7,BUY,5241.0,5246.0,5243.5,2.5,5.0,0.0,False,False,0,8,7,9,-0.5,-1.5,-7.5
0,542600,VELVETFRUIT_EXTRACT,,,5249.0,7,BUY,5243.0,5249.0,5246.0,3.0,6.0,0.0,False,False,0,8,7,9,-5.5,-12.0,-10.0
0,543200,VELVETFRUIT_EXTRACT,,,5241.0,8,SELL,5241.0,5246.0,5243.5,-2.5,0.0,-5.0,False,False,20,8,7,9,-1.5,-3.5,3.5
0,546200,VELVETFRUIT_EXTRACT,,,5243.0,5,BUY,5238.0,5243.0,5240.5,2.5,5.0,0.0,False,False,50,5,4,6,-2.5,1.5,3.5
0,547100,VELVETFRUIT_EXTRACT,,,5240.0,12,BUY,5238.0,5240.0,5239.0,1.0,2.0,0.0,False,False,50,13,12,14,-1.0,3.0,3.5
0,547400,VELVETFRUIT_EXTRACT,,,5238.0,3,SELL,5238.0,5243.0,5240.5,-2.5,0.0,-5.0,False,False,0,3,3,3,3.5,4.5,8.5
0,548900,VELVETFRUIT_EXTRACT,,,5241.0,3,BUY,5239.0,5241.0,5240.0,1.0,2.0,0.0,False,False,50,3,3,3,1.5,4.5,1.5
0,550400,VELVETFRUIT_EXTRACT,,,5243.0,9,BUY,5241.0,5243.0,5242.0,1.0,2.0,0.0,False,False,20,8,7,9,2.5,3.5,-6.0
0,551200,VELVETFRUIT_EXTRACT,,,5244.0,4,SELL,5244.0,5249.0,5246.5,-2.5,0.0,-5.0,False,False,50,5,4,6,-0.5,-0.5,-2.5
0,552800,VELVETFRUIT_EXTRACT,,,5248.0,7,BUY,5243.0,5248.0,5245.5,2.5,5.0,0.0,False,False,0,8,7,9,-4.0,-6.5,-13.5
0,553800,VELVETFRUIT_EXTRACT,,,5242.0,15,BUY,5241.0,5242.0,5241.5,0.5,1.0,0.0,False,False,5,15,15,15,0.5,-1.5,-6.5
0,554300,VELVETFRUIT_EXTRACT,,,5240.0,3,SELL,5240.0,5245.0,5242.5,-2.5,0.0,-5.0,False,False,50,3,3,3,1.5,0.5,-4.0
0,559100,VELVETFRUIT_EXTRACT,,,5235.0,7,SELL,5235.0,5237.0,5236.0,-1.0,0.0,-2.0,False,False,0,8,7,9,0.5,2.5,3.5
0,560800,VELVETFRUIT_EXTRACT,,,5238.0,4,BUY,5233.0,5238.0,5235.5,2.5,5.0,0.0,False,False,50,5,4,6,-3.0,-1.0,1.5
0,566400,VELVETFRUIT_EXTRACT,,,5246.0,6,BUY,5240.0,5246.0,5243.0,3.0,6.0,0.0,False,False,20,5,4,6,0.5,4.0,-3.0
0,568200,VELVETFRUIT_EXTRACT,,,5247.0,7,SELL,5247.0,5252.0,5249.5,-2.5,0.0,-5.0,False,False,50,8,7,9,5.5,5.0,-3.5
0,569000,VELVETFRUIT_EXTRACT,,,5254.0,8,BUY,5248.0,5254.0,5251.0,3.0,6.0,0.0,False,False,0,8,7,9,-4.5,-6.5,-11.5
0,571700,VELVETFRUIT_EXTRACT,,,5249.0,8,BUY,5244.0,5249.0,5246.5,2.5,5.0,0.0,False,False,0,8,7,9,-1.5,-2.5,-10.0
0,574400,VELVETFRUIT_EXTRACT,,,5239.0,5,SELL,5239.0,5244.0,5241.5,-2.5,0.0,-5.0,False,False,0,5,4,6,2.0,1.5,3.5
0,579000,VELVETFRUIT_EXTRACT,,,5244.0,5,BUY,5239.0,5244.0,5241.5,2.5,5.0,0.0,False,False,0,5,4,6,-0.5,-0.5,-5.5
0,579200,VELVETFRUIT_EXTRACT,,,5240.0,4,SELL,5240.0,5245.0,5242.5,-2.5,0.0,-5.0,False,False,0,5,4,6,3.5,4.5,0.5
0,579800,VELVETFRUIT_EXTRACT,,,5245.0,6,BUY,5240.0,5245.0,5242.5,2.5,5.0,0.0,False,False,0,5,4,6,-0.5,-2.5,-5.0
0,581000,VELVETFRUIT_EXTRACT,,,5241.0,7,SELL,5241.0,5246.0,5243.5,-2.5,0.0,-5.0,False,False,50,8,7,9,2.5,-4.5,-3.5
0,584300,VELVETFRUIT_EXTRACT,,,5237.0,8,SELL,5237.0,5243.0,5240.0,-3.0,0.0,-6.0,False,False,0,8,7,9,3.0,1.0,5.0
0,585100,VELVETFRUIT_EXTRACT,,,5246.0,6,BUY,5241.0,5246.0,5243.5,2.5,5.0,0.0,False,False,0,5,4,6,-7.5,-4.5,-1.5
0,585800,VELVETFRUIT_EXTRACT,,,5233.0,6,SELL,5233.0,5239.0,5236.0,-3.0,0.0,-6.0,False,False,0,5,4,6,5.0,7.0,6.5
0,592500,VELVETFRUIT_EXTRACT,,,5248.0,10,BUY,5246.0,5248.0,5247.0,1.0,2.0,0.0,False,False,0,10,10,11,-0.5,-0.5,-1.5
0,593200,VELVETFRUIT_EXTRACT,,,5249.0,3,BUY,5244.0,5249.0,5246.5,2.5,5.0,0.0,False,False,20,3,3,3,-2.5,1.0,-0.5
0,599000,VELVETFRUIT_EXTRACT,,,5252.0,3,BUY,5247.0,5252.0,5249.5,2.5,5.0,0.0,False,False,0,3,3,3,-3.0,-6.5,-12.5
0,604600,VELVETFRUIT_EXTRACT,,,5243.0,7,BUY,5238.0,5243.0,5240.5,2.5,5.0,0.0,False,False,0,8,7,9,-5.5,-5.5,-5.5
0,605600,VELVETFRUIT_EXTRACT,,,5239.0,5,BUY,5234.0,5239.0,5236.5,2.5,5.0,0.0,False,False,0,5,4,6,-1.5,-1.0,-1.5
0,606800,VELVETFRUIT_EXTRACT,,,5236.0,3,SELL,5236.0,5241.0,5238.5,-2.5,0.0,-5.0,False,False,0,3,3,3,1.5,2.5,0.5
0,608000,VELVETFRUIT_EXTRACT,,,5236.0,8,SELL,5236.0,5241.0,5238.5,-2.5,0.0,-5.0,False,False,50,8,7,9,4.0,1.5,-0.5
0,618000,VELVETFRUIT_EXTRACT,,,5228.0,6,SELL,5228.0,5233.0,5230.5,-2.5,0.0,-5.0,False,False,50,5,4,6,0.5,-1.0,-6.5
0,620400,VELVETFRUIT_EXTRACT,,,5224.0,4,SELL,5224.0,5229.0,5226.5,-2.5,0.0,-5.0,False,False,50,5,4,6,0.5,-1.5,-1.5
0,621900,VELVETFRUIT_EXTRACT,,,5225.0,8,BUY,5220.0,5225.0,5222.5,2.5,5.0,0.0,False,False,0,8,7,9,-2.5,-5.5,-5.5
0,622700,VELVETFRUIT_EXTRACT,,,5220.0,7,SELL,5220.0,5225.0,5222.5,-2.5,0.0,-5.0,False,False,50,8,7,9,1.5,0.5,-2.5
0,623300,VELVETFRUIT_EXTRACT,,,5218.0,3,SELL,5218.0,5223.0,5220.5,-2.5,0.0,-5.0,True,False,0,3,3,3,2.0,5.5,1.5
0,624800,VELVETFRUIT_EXTRACT,,,5220.0,6,BUY,5218.0,5220.0,5219.0,1.0,2.0,0.0,False,False,50,5,4,6,3.5,-0.5,4.5
0,629100,VELVETFRUIT_EXTRACT,,,5220.0,4,SELL,5220.0,5225.0,5222.5,-2.5,0.0,-5.0,False,False,0,5,4,6,4.5,4.5,8.5
0,635000,VELVETFRUIT_EXTRACT,,,5228.0,5,BUY,5223.0,5228.0,5225.5,2.5,5.0,0.0,False,False,50,5,4,6,-2.5,0.5,3.5
0,636500,VELVETFRUIT_EXTRACT,,,5225.0,3,SELL,5225.0,5230.0,5227.5,-2.5,0.0,-5.0,False,False,0,3,3,3,3.5,5.5,4.5
