mode,step_index,day,timestamp,abs_timestamp,product,side,price,quantity,fill_type,source_order_price,book_origin,access_source,spread,imbalance,micro_gap,toxicity_bucket,conviction_bucket,spread_bucket,agreement_state,access_added_levels,cash_flow_signed,residual_to_trend,markout
access,5784,-1,578400,-421600,ASH_COATED_OSMIUM,BUY,9997,4,aggressive_cross,9997,public,access,5.0,0.714286,1.7857,high,extreme,tight,agree,1,-39988,0.0,4.0
access,5786,-1,578600,-421400,ASH_COATED_OSMIUM,SELL,10001,2,aggressive_cross,10001,public,access,5.0,-0.555556,-1.3889,high,extreme,tight,agree,1,20002,0.0,-1.0
access,5786,-1,578600,-421400,ASH_COATED_OSMIUM,SELL,10001,6,aggressive_cross,10001,public,access,5.0,-0.555556,-1.3889,high,extreme,tight,agree,1,60006,0.0,-3.0
access,5790,-1,579000,-421000,ASH_COATED_OSMIUM,BUY,9997,2,aggressive_cross,9997,public,access,5.0,0.333333,0.8333,medium,strong,tight,agree,0,-19994,0.0,2.0
access,5790,-1,579000,-421000,ASH_COATED_OSMIUM,BUY,9997,5,aggressive_cross,9997,public,access,5.0,0.333333,0.8333,medium,strong,tight,agree,0,-49985,0.0,5.0
access,5809,-1,580900,-419100,ASH_COATED_OSMIUM,SELL,9995,16,passive_resting_fill,9995,public,access,11.0,-0.6,-3.3,high,extreme,normal,agree,1,159920,0.0,-80.0
access,5809,-1,580900,-419100,ASH_COATED_OSMIUM,SELL,9997,3,passive_resting_fill,9997,public,access,11.0,-0.6,-3.3,high,extreme,normal,agree,1,29991,0.0,-9.0
access,5832,-1,583200,-416800,ASH_COATED_OSMIUM,BUY,9996,2,aggressive_cross,9996,public,access,8.0,0.454545,1.8182,high,extreme,tight,agree,1,-19992,0.0,3.0
access,5832,-1,583200,-416800,ASH_COATED_OSMIUM,BUY,9996,8,aggressive_cross,9996,public,access,8.0,0.454545,1.8182,high,extreme,tight,agree,1,-79968,0.0,12.0
access,5839,-1,583900,-416100,ASH_COATED_OSMIUM,SELL,10005,7,passive_resting_fill,10005,public,access,19.0,0.3,2.85,high,extreme,wide,agree,0,70035,0.0,28.0
access,5839,-1,583900,-416100,ASH_COATED_OSMIUM,SELL,10007,6,passive_resting_fill,10007,public,access,19.0,0.3,2.85,high,extreme,wide,agree,0,60042,0.0,36.0
access,5840,-1,584000,-416000,ASH_COATED_OSMIUM,SELL,10007,8,passive_resting_fill,10007,public,access,18.0,0.428571,3.8571,high,extreme,wide,agree,0,80056,0.0,56.0
access,5862,-1,586200,-413800,ASH_COATED_OSMIUM,BUY,9998,6,aggressive_cross,9998,public,access,18.0,0.25,2.25,high,extreme,wide,agree,1,-59988,0.0,27.0
access,5890,-1,589000,-411000,ASH_COATED_OSMIUM,BUY,9998,2,aggressive_cross,9998,public,access,6.0,0.428571,1.2857,high,extreme,tight,agree,0,-19996,0.0,4.0
access,5890,-1,589000,-411000,ASH_COATED_OSMIUM,BUY,9998,6,aggressive_cross,9998,public,access,6.0,0.428571,1.2857,high,extreme,tight,agree,0,-59988,0.0,12.0
access,5946,-1,594600,-405400,ASH_COATED_OSMIUM,BUY,9999,2,aggressive_cross,9999,public,access,10.0,0.333333,1.6667,high,extreme,normal,agree,0,-19998,0.0,-7.0
access,5986,-1,598600,-401400,ASH_COATED_OSMIUM,BUY,9997,2,aggressive_cross,9997,public,access,5.0,0.5,1.25,high,extreme,tight,agree,0,-19994,0.0,6.0
access,5986,-1,598600,-401400,ASH_COATED_OSMIUM,BUY,9997,4,aggressive_cross,9997,public,access,5.0,0.5,1.25,high,extreme,tight,agree,0,-39988,0.0,12.0
access,6006,-1,600600,-399400,ASH_COATED_OSMIUM,BUY,9993,6,passive_resting_fill,9993,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-59958,0.0,36.0
access,6031,-1,603100,-396900,ASH_COATED_OSMIUM,BUY,9993,3,passive_resting_fill,9993,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-29979,0.0,21.0
access,6031,-1,603100,-396900,ASH_COATED_OSMIUM,BUY,9991,3,passive_resting_fill,9991,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-29973,0.0,27.0
access,6042,-1,604200,-395800,ASH_COATED_OSMIUM,BUY,9997,2,aggressive_cross,9997,public,access,5.0,0.578947,1.4474,high,extreme,tight,agree,1,-19994,0.0,4.0
access,6042,-1,604200,-395800,ASH_COATED_OSMIUM,BUY,9997,4,aggressive_cross,9997,public,access,5.0,0.578947,1.4474,high,extreme,tight,agree,1,-39988,0.0,8.0
access,6074,-1,607400,-392600,ASH_COATED_OSMIUM,BUY,9994,3,passive_resting_fill,9994,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-29982,0.0,19.5
access,6074,-1,607400,-392600,ASH_COATED_OSMIUM,BUY,9992,3,passive_resting_fill,9992,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-29976,0.0,25.5
access,6078,-1,607800,-392200,ASH_COATED_OSMIUM,SELL,10007,5,passive_resting_fill,10007,public,access,19.0,0.3125,2.9688,high,extreme,wide,agree,0,50035,0.0,27.5
access,6091,-1,609100,-390900,ASH_COATED_OSMIUM,SELL,9998,2,aggressive_cross,9998,public,access,11.0,-0.578947,-3.1842,high,extreme,normal,agree,0,19996,0.0,-5.0
access,6091,-1,609100,-390900,ASH_COATED_OSMIUM,SELL,9998,4,aggressive_cross,9998,public,access,11.0,-0.578947,-3.1842,high,extreme,normal,agree,0,39992,0.0,-10.0
access,6097,-1,609700,-390300,ASH_COATED_OSMIUM,BUY,9999,2,aggressive_cross,9999,public,access,5.0,0.4,1.0,high,strong,tight,agree,0,-19998,0.0,8.0
access,6097,-1,609700,-390300,ASH_COATED_OSMIUM,BUY,9999,4,aggressive_cross,9999,public,access,5.0,0.4,1.0,high,strong,tight,agree,0,-39996,0.0,16.0
access,6116,-1,611600,-388400,ASH_COATED_OSMIUM,BUY,9997,6,passive_resting_fill,9997,public,access,18.0,0.277778,2.5,high,extreme,wide,agree,0,-59982,0.0,48.0
access,6116,-1,611600,-388400,ASH_COATED_OSMIUM,BUY,9995,6,passive_resting_fill,9995,public,access,18.0,0.277778,2.5,high,extreme,wide,agree,0,-59970,0.0,60.0
access,6119,-1,611900,-388100,ASH_COATED_OSMIUM,BUY,9998,5,passive_resting_fill,9998,public,access,19.0,-0.5,-4.75,high,extreme,wide,agree,0,-49990,0.0,40.0
access,6156,-1,615600,-384400,ASH_COATED_OSMIUM,SELL,10011,5,passive_resting_fill,10011,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,50055,0.0,40.0
access,6207,-1,620700,-379300,ASH_COATED_OSMIUM,SELL,10009,8,passive_resting_fill,10009,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,80072,0.0,64.0
access,6229,-1,622900,-377100,ASH_COATED_OSMIUM,SELL,10010,4,passive_resting_fill,10010,public,access,18.0,0.111111,1.0,high,strong,wide,agree,1,40040,0.0,18.0
access,6229,-1,622900,-377100,ASH_COATED_OSMIUM,SELL,10012,4,passive_resting_fill,10012,public,access,18.0,0.111111,1.0,high,strong,wide,agree,1,40048,0.0,26.0
access,6289,-1,628900,-371100,ASH_COATED_OSMIUM,SELL,10011,6,passive_resting_fill,10011,public,access,19.0,-0.230769,-2.1923,high,extreme,wide,agree,0,60066,0.0,60.0
access,6289,-1,628900,-371100,ASH_COATED_OSMIUM,SELL,10013,5,passive_resting_fill,10013,public,access,19.0,-0.230769,-2.1923,high,extreme,wide,agree,0,50065,0.0,60.0
access,6323,-1,632300,-367700,ASH_COATED_OSMIUM,SELL,10008,5,passive_resting_fill,10008,access,access,18.0,0.444444,4.0,high,extreme,wide,agree,2,50040,0.0,30.0
access,6391,-1,639100,-360900,ASH_COATED_OSMIUM,SELL,10009,8,passive_resting_fill,10009,public,access,19.0,-0.297297,-2.8243,high,extreme,wide,agree,0,80072,0.0,40.0
access,6391,-1,639100,-360900,ASH_COATED_OSMIUM,SELL,10011,7,passive_resting_fill,10011,public,access,19.0,-0.297297,-2.8243,high,extreme,wide,agree,0,70077,0.0,49.0
access,6392,-1,639200,-360800,ASH_COATED_OSMIUM,BUY,10000,2,aggressive_cross,10000,public,access,7.0,0.470588,1.6471,high,extreme,tight,agree,1,-20000,0.0,8.0
access,6392,-1,639200,-360800,ASH_COATED_OSMIUM,BUY,10000,8,aggressive_cross,10000,public,access,7.0,0.470588,1.6471,high,extreme,tight,agree,1,-80000,0.0,32.0
access,6405,-1,640500,-359500,ASH_COATED_OSMIUM,SELL,10007,2,aggressive_cross,10007,access,access,4.0,-0.333333,-0.6667,medium,strong,tight,agree,2,20014,0.0,1.0
access,6405,-1,640500,-359500,ASH_COATED_OSMIUM,SELL,10007,15,aggressive_cross,10007,access,access,4.0,-0.333333,-0.6667,medium,strong,tight,agree,2,150105,0.0,7.5
access,6406,-1,640600,-359400,ASH_COATED_OSMIUM,BUY,10007,3,passive_resting_fill,10007,public,access,11.0,-0.647059,-3.5588,high,extreme,normal,agree,0,-30021,0.0,-3.0
access,6406,-1,640600,-359400,ASH_COATED_OSMIUM,BUY,10005,3,passive_resting_fill,10005,public,access,11.0,-0.647059,-3.5588,high,extreme,normal,agree,0,-30015,0.0,3.0
access,6420,-1,642000,-358000,ASH_COATED_OSMIUM,SELL,10012,5,passive_resting_fill,10012,public,access,18.0,-0.444444,-4.0,high,extreme,wide,agree,0,50060,0.0,35.0
access,6420,-1,642000,-358000,ASH_COATED_OSMIUM,SELL,10014,5,passive_resting_fill,10014,public,access,18.0,-0.444444,-4.0,high,extreme,wide,agree,0,50070,0.0,45.0
access,6443,-1,644300,-355700,ASH_COATED_OSMIUM,SELL,10012,6,passive_resting_fill,10012,public,access,17.0,0.3125,2.6562,high,extreme,wide,agree,2,60072,0.0,33.0
access,6456,-1,645600,-354400,ASH_COATED_OSMIUM,BUY,10002,2,passive_resting_fill,10002,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-20004,0.0,6.0
access,6456,-1,645600,-354400,ASH_COATED_OSMIUM,BUY,10000,2,passive_resting_fill,10000,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-20000,0.0,10.0
access,6457,-1,645700,-354300,ASH_COATED_OSMIUM,SELL,10011,8,passive_resting_fill,10011,access,access,15.0,0.130435,0.9783,high,strong,normal,agree,2,80088,0.0,48.0
access,6475,-1,647500,-352500,ASH_COATED_OSMIUM,SELL,10013,5,passive_resting_fill,10013,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,50065,0.0,35.0
access,6475,-1,647500,-352500,ASH_COATED_OSMIUM,SELL,10015,5,passive_resting_fill,10015,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,50075,0.0,45.0
access,6506,-1,650600,-349400,ASH_COATED_OSMIUM,BUY,10000,4,passive_resting_fill,10000,public,access,19.0,-0.351351,-3.3378,high,extreme,wide,agree,0,-40000,0.0,22.0
access,6520,-1,652000,-348000,ASH_COATED_OSMIUM,SELL,10009,2,aggressive_cross,10009,public,access,6.0,-0.555556,-1.6667,high,extreme,tight,agree,0,20018,0.0,-1.0
access,6520,-1,652000,-348000,ASH_COATED_OSMIUM,SELL,10009,4,aggressive_cross,10009,public,access,6.0,-0.555556,-1.6667,high,extreme,tight,agree,0,40036,0.0,-2.0
access,6539,-1,653900,-346100,ASH_COATED_OSMIUM,BUY,10002,6,passive_resting_fill,10002,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-60012,0.0,30.0
access,6539,-1,653900,-346100,ASH_COATED_OSMIUM,BUY,10000,6,passive_resting_fill,10000,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-60000,0.0,42.0
access,6548,-1,654800,-345200,ASH_COATED_OSMIUM,BUY,10000,6,passive_resting_fill,10000,public,access,15.0,0.487179,3.6538,high,extreme,normal,agree,1,-60000,0.0,36.0
access,6548,-1,654800,-345200,ASH_COATED_OSMIUM,BUY,9998,6,passive_resting_fill,9998,public,access,15.0,0.487179,3.6538,high,extreme,normal,agree,1,-59988,0.0,48.0
access,6554,-1,655400,-344600,ASH_COATED_OSMIUM,BUY,10003,2,aggressive_cross,10003,public,access,5.0,0.181818,0.4545,medium,mild,tight,agree,1,-20006,0.0,22.0
access,6554,-1,655400,-344600,ASH_COATED_OSMIUM,BUY,10003,8,aggressive_cross,10003,public,access,5.0,0.181818,0.4545,medium,mild,tight,agree,1,-80024,0.0,88.0
access,6561,-1,656100,-343900,ASH_COATED_OSMIUM,BUY,9999,3,passive_resting_fill,9999,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-29997,0.0,24.0
access,6569,-1,656900,-343100,ASH_COATED_OSMIUM,BUY,10002,10,passive_resting_fill,10002,public,access,16.0,-0.3125,-2.5,high,extreme,normal,agree,2,-100020,0.0,55.0
access,6569,-1,656900,-343100,ASH_COATED_OSMIUM,BUY,10000,7,passive_resting_fill,10000,public,access,16.0,-0.3125,-2.5,high,extreme,normal,agree,2,-70000,0.0,52.5
access,6582,-1,658200,-341800,ASH_COATED_OSMIUM,BUY,10001,3,passive_resting_fill,10001,access,access,15.0,0.037037,0.2778,low,mild,normal,agree,1,-30003,0.0,22.5
access,6584,-1,658400,-341600,ASH_COATED_OSMIUM,SELL,10015,9,passive_resting_fill,10015,public,access,16.0,0.0,0.0,low,mild,normal,agree,2,90135,0.0,54.0
access,6585,-1,658500,-341500,ASH_COATED_OSMIUM,SELL,10015,2,passive_resting_fill,10015,public,access,20.0,0.148936,1.4894,high,extreme,wide,agree,1,20030,0.0,12.0
access,6585,-1,658500,-341500,ASH_COATED_OSMIUM,SELL,10017,2,passive_resting_fill,10017,public,access,20.0,0.148936,1.4894,high,extreme,wide,agree,1,20034,0.0,16.0
access,6604,-1,660400,-339600,ASH_COATED_OSMIUM,SELL,10016,4,passive_resting_fill,10016,public,access,17.0,0.230769,1.9615,high,extreme,wide,agree,1,40064,0.0,60.0
access,6616,-1,661600,-338400,ASH_COATED_OSMIUM,SELL,10008,8,aggressive_cross,10008,access,access,8.0,0.047619,0.1905,low,mild,tight,agree,2,80064,0.0,-12.0
access,6644,-1,664400,-335600,ASH_COATED_OSMIUM,SELL,10009,2,aggressive_cross,10009,public,access,9.0,-0.548387,-2.4677,high,extreme,normal,agree,0,20018,0.0,2.0
access,6644,-1,664400,-335600,ASH_COATED_OSMIUM,SELL,10009,7,aggressive_cross,10009,public,access,9.0,-0.548387,-2.4677,high,extreme,normal,agree,0,70063,0.0,7.0
access,6666,-1,666600,-333400,ASH_COATED_OSMIUM,BUY,10002,4,passive_resting_fill,10002,public,access,18.0,0.090909,0.8182,medium,strong,wide,agree,1,-40008,0.0,30.0
access,6670,-1,667000,-333000,ASH_COATED_OSMIUM,BUY,10002,5,passive_resting_fill,10002,public,access,10.0,0.444444,2.2222,high,extreme,normal,agree,0,-50010,0.0,37.5
access,6682,-1,668200,-331800,ASH_COATED_OSMIUM,SELL,10016,2,passive_resting_fill,10016,public,access,15.0,0.405405,3.0405,high,extreme,normal,agree,1,20032,0.0,10.0
access,6682,-1,668200,-331800,ASH_COATED_OSMIUM,SELL,10018,2,passive_resting_fill,10018,public,access,15.0,0.405405,3.0405,high,extreme,normal,agree,1,20036,0.0,14.0
access,6712,-1,671200,-328800,ASH_COATED_OSMIUM,SELL,10009,2,aggressive_cross,10009,public,access,11.0,-0.692308,-3.8077,high,extreme,normal,agree,1,20018,0.0,-4.0
access,6712,-1,671200,-328800,ASH_COATED_OSMIUM,SELL,10009,2,aggressive_cross,10009,public,access,11.0,-0.692308,-3.8077,high,extreme,normal,agree,1,20018,0.0,-4.0
access,6734,-1,673400,-326600,ASH_COATED_OSMIUM,SELL,10007,2,aggressive_cross,10007,public,access,13.0,-0.703704,-4.5741,high,extreme,normal,agree,0,20014,0.0,-5.0
access,6734,-1,673400,-326600,ASH_COATED_OSMIUM,SELL,10007,4,aggressive_cross,10007,public,access,13.0,-0.703704,-4.5741,high,extreme,normal,agree,0,40028,0.0,-10.0
access,6744,-1,674400,-325600,ASH_COATED_OSMIUM,SELL,10008,2,aggressive_cross,10008,public,access,12.0,-0.6,-3.6,high,extreme,normal,agree,1,20016,0.0,-9.0
access,6744,-1,674400,-325600,ASH_COATED_OSMIUM,SELL,10008,3,aggressive_cross,10008,public,access,12.0,-0.6,-3.6,high,extreme,normal,agree,1,30024,0.0,-13.5
access,6793,-1,679300,-320700,ASH_COATED_OSMIUM,BUY,10005,2,aggressive_cross,10005,public,access,8.0,0.538462,2.1538,high,extreme,tight,agree,0,-20010,0.0,-5.0
access,6793,-1,679300,-320700,ASH_COATED_OSMIUM,BUY,10005,6,aggressive_cross,10005,public,access,8.0,0.538462,2.1538,high,extreme,tight,agree,0,-60030,0.0,-15.0
access,6794,-1,679400,-320600,ASH_COATED_OSMIUM,SELL,10005,5,passive_resting_fill,10005,public,access,15.0,0.043478,0.3261,low,mild,normal,agree,1,50025,0.0,-2.5
access,6794,-1,679400,-320600,ASH_COATED_OSMIUM,SELL,10007,5,passive_resting_fill,10007,public,access,15.0,0.043478,0.3261,low,mild,normal,agree,1,50035,0.0,7.5
access,6812,-1,681200,-318800,ASH_COATED_OSMIUM,SELL,10015,9,passive_resting_fill,10015,public,access,15.0,0.363636,2.7273,high,extreme,normal,agree,2,90135,0.0,72.0
access,6819,-1,681900,-318100,ASH_COATED_OSMIUM,BUY,10001,9,passive_resting_fill,10001,public,access,15.0,0.5,3.75,high,extreme,normal,agree,2,-90009,0.0,67.5
access,6819,-1,681900,-318100,ASH_COATED_OSMIUM,BUY,9999,8,passive_resting_fill,9999,public,access,15.0,0.5,3.75,high,extreme,normal,agree,2,-79992,0.0,76.0
access,6828,-1,682800,-317200,ASH_COATED_OSMIUM,BUY,10005,2,aggressive_cross,10005,public,access,8.0,0.538462,2.1538,high,extreme,tight,agree,0,-20010,0.0,6.0
access,6828,-1,682800,-317200,ASH_COATED_OSMIUM,BUY,10005,6,aggressive_cross,10005,public,access,8.0,0.538462,2.1538,high,extreme,tight,agree,0,-60030,0.0,18.0
access,6831,-1,683100,-316900,ASH_COATED_OSMIUM,SELL,10014,4,passive_resting_fill,10014,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,40056,0.0,22.0
access,6831,-1,683100,-316900,ASH_COATED_OSMIUM,SELL,10016,4,passive_resting_fill,10016,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,40064,0.0,30.0
access,6854,-1,685400,-314600,ASH_COATED_OSMIUM,SELL,10015,7,passive_resting_fill,10015,public,access,18.0,0.3,2.7,high,extreme,wide,agree,1,70105,0.0,52.5
access,6895,-1,689500,-310500,ASH_COATED_OSMIUM,SELL,10013,6,passive_resting_fill,10013,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,60078,0.0,42.0
access,6895,-1,689500,-310500,ASH_COATED_OSMIUM,SELL,10015,5,passive_resting_fill,10015,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,50075,0.0,45.0
access,6896,-1,689600,-310400,ASH_COATED_OSMIUM,BUY,10004,8,aggressive_cross,10004,public,access,5.0,0.090909,0.2273,low,mild,tight,agree,0,-80032,0.0,12.0
access,6905,-1,690500,-309500,ASH_COATED_OSMIUM,BUY,10001,5,passive_resting_fill,10001,public,access,15.0,-0.076923,-0.5769,medium,strong,normal,agree,1,-50005,0.0,32.5
access,6905,-1,690500,-309500,ASH_COATED_OSMIUM,BUY,9999,5,passive_resting_fill,9999,access,access,15.0,-0.076923,-0.5769,medium,strong,normal,agree,1,-49995,0.0,42.5
access,6910,-1,691000,-309000,ASH_COATED_OSMIUM,BUY,10000,4,passive_resting_fill,10000,public,access,17.0,-0.148936,-1.266,high,extreme,wide,agree,1,-40000,0.0,18.0
access,6910,-1,691000,-309000,ASH_COATED_OSMIUM,BUY,9998,4,passive_resting_fill,9998,public,access,17.0,-0.148936,-1.266,high,extreme,wide,agree,1,-39992,0.0,26.0
access,6999,-1,699900,-300100,ASH_COATED_OSMIUM,SELL,10011,10,passive_resting_fill,10011,public,access,11.0,-0.333333,-1.8333,high,extreme,normal,agree,1,100110,0.0,55.0
access,6999,-1,699900,-300100,ASH_COATED_OSMIUM,SELL,10013,7,passive_resting_fill,10013,public,access,11.0,-0.333333,-1.8333,high,extreme,normal,agree,1,70091,0.0,52.5
access,7005,-1,700500,-299500,ASH_COATED_OSMIUM,SELL,10012,6,passive_resting_fill,10012,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,60072,0.0,63.0
access,7006,-1,700600,-299400,ASH_COATED_OSMIUM,BUY,9998,3,passive_resting_fill,9998,access,access,14.0,0.037037,0.2593,low,mild,normal,agree,2,-29994,0.0,15.0
access,7010,-1,701000,-299000,ASH_COATED_OSMIUM,BUY,10005,4,aggressive_cross,10005,access,access,7.0,0.45,1.575,high,extreme,tight,agree,2,-40020,0.0,-2.0
access,7033,-1,703300,-296700,ASH_COATED_OSMIUM,BUY,9997,4,passive_resting_fill,9997,public,access,18.0,0.363636,3.2727,high,extreme,wide,agree,1,-39988,0.0,28.0
access,7033,-1,703300,-296700,ASH_COATED_OSMIUM,BUY,9995,4,passive_resting_fill,9995,public,access,18.0,0.363636,3.2727,high,extreme,wide,agree,1,-39980,0.0,36.0
access,7039,-1,703900,-296100,ASH_COATED_OSMIUM,BUY,10000,2,aggressive_cross,10000,public,access,6.0,0.411765,1.2353,high,strong,tight,agree,0,-20000,0.0,1.0
access,7039,-1,703900,-296100,ASH_COATED_OSMIUM,BUY,10000,5,aggressive_cross,10000,public,access,6.0,0.411765,1.2353,high,strong,tight,agree,0,-50000,0.0,2.5
access,7054,-1,705400,-294600,ASH_COATED_OSMIUM,BUY,9997,7,passive_resting_fill,9997,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-69979,0.0,49.0
access,7080,-1,708000,-292000,ASH_COATED_OSMIUM,BUY,9996,5,passive_resting_fill,9996,access,access,15.0,-0.166667,-1.25,high,extreme,normal,agree,1,-49980,0.0,-5.0
access,7089,-1,708900,-291100,ASH_COATED_OSMIUM,BUY,9997,6,passive_resting_fill,9997,public,access,15.0,0.421053,3.1579,high,extreme,normal,agree,2,-59982,0.0,36.0
access,7089,-1,708900,-291100,ASH_COATED_OSMIUM,BUY,9995,6,passive_resting_fill,9995,public,access,15.0,0.421053,3.1579,high,extreme,normal,agree,2,-59970,0.0,48.0
access,7100,-1,710000,-290000,ASH_COATED_OSMIUM,SELL,10002,2,aggressive_cross,10002,public,access,6.0,-0.25,-0.75,medium,strong,tight,agree,0,20004,0.0,4.0
access,7100,-1,710000,-290000,ASH_COATED_OSMIUM,SELL,10002,6,aggressive_cross,10002,public,access,6.0,-0.25,-0.75,medium,strong,tight,agree,0,60012,0.0,12.0
access,7102,-1,710200,-289800,ASH_COATED_OSMIUM,SELL,10007,8,passive_resting_fill,10007,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,80056,0.0,60.0
access,7103,-1,710300,-289700,ASH_COATED_OSMIUM,BUY,10001,2,aggressive_cross,10001,public,access,9.0,0.555556,2.5,high,extreme,normal,agree,0,-20002,0.0,-4.0
access,7116,-1,711600,-288400,ASH_COATED_OSMIUM,BUY,9995,8,aggressive_cross,9995,access,access,5.0,-0.037037,-0.0926,low,mild,tight,agree,1,-79960,0.0,12.0
access,7123,-1,712300,-287700,ASH_COATED_OSMIUM,SELL,10005,5,passive_resting_fill,10005,access,access,14.0,0.166667,1.1667,high,strong,normal,agree,2,50025,0.0,30.0
access,7134,-1,713400,-286600,ASH_COATED_OSMIUM,SELL,10001,2,aggressive_cross,10001,public,access,7.0,-0.130435,-0.4565,medium,mild,tight,agree,0,20002,0.0,0.0
access,7134,-1,713400,-286600,ASH_COATED_OSMIUM,SELL,10001,8,aggressive_cross,10001,public,access,7.0,-0.130435,-0.4565,medium,mild,tight,agree,0,80008,0.0,0.0
access,7149,-1,714900,-285100,ASH_COATED_OSMIUM,BUY,9999,2,aggressive_cross,9999,public,access,5.0,0.69697,1.7424,high,extreme,tight,agree,1,-19998,0.0,20.0
access,7149,-1,714900,-285100,ASH_COATED_OSMIUM,BUY,9999,5,aggressive_cross,9999,public,access,5.0,0.69697,1.7424,high,extreme,tight,agree,1,-49995,0.0,50.0
access,7164,-1,716400,-283600,ASH_COATED_OSMIUM,SELL,10004,2,aggressive_cross,10004,public,access,6.0,-0.294118,-0.8824,medium,strong,tight,agree,1,20008,0.0,4.0
access,7164,-1,716400,-283600,ASH_COATED_OSMIUM,SELL,10004,6,aggressive_cross,10004,public,access,6.0,-0.294118,-0.8824,medium,strong,tight,agree,1,60024,0.0,12.0
access,7206,-1,720600,-279400,ASH_COATED_OSMIUM,SELL,10009,4,passive_resting_fill,10009,public,access,18.0,-0.395349,-3.5581,high,extreme,wide,agree,1,40036,0.0,32.0
access,7206,-1,720600,-279400,ASH_COATED_OSMIUM,SELL,10011,4,passive_resting_fill,10011,public,access,18.0,-0.395349,-3.5581,high,extreme,wide,agree,1,40044,0.0,40.0
access,7248,-1,724800,-275200,ASH_COATED_OSMIUM,BUY,9997,2,aggressive_cross,9997,public,access,6.0,0.2,0.6,medium,strong,tight,agree,0,-19994,0.0,8.0
access,7248,-1,724800,-275200,ASH_COATED_OSMIUM,BUY,9997,8,aggressive_cross,9997,public,access,6.0,0.2,0.6,medium,strong,tight,agree,0,-79976,0.0,32.0
access,7257,-1,725700,-274300,ASH_COATED_OSMIUM,BUY,9993,8,passive_resting_fill,9993,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-79944,0.0,52.0
access,7291,-1,729100,-270900,ASH_COATED_OSMIUM,SELL,10007,8,passive_resting_fill,10007,public,access,15.0,0.12,0.9,medium,strong,normal,agree,2,80056,0.0,68.0
access,7295,-1,729500,-270500,ASH_COATED_OSMIUM,BUY,9992,5,passive_resting_fill,9992,public,access,0.0,0.0,0.0,low,mild,tight,agree,0,-49960,0.0,30.0
access,7304,-1,730400,-269600,ASH_COATED_OSMIUM,SELL,10005,6,passive_resting_fill,10005,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,60030,0.0,39.0
access,7310,-1,731000,-269000,ASH_COATED_OSMIUM,SELL,10000,2,aggressive_cross,10000,public,access,7.0,-0.142857,-0.5,medium,strong,tight,agree,0,20000,0.0,8.0
access,7310,-1,731000,-269000,ASH_COATED_OSMIUM,SELL,10000,4,aggressive_cross,10000,public,access,7.0,-0.142857,-0.5,medium,strong,tight,agree,0,40000,0.0,16.0
access,7312,-1,731200,-268800,ASH_COATED_OSMIUM,SELL,10006,9,passive_resting_fill,10006,public,access,15.0,0.444444,3.3333,high,extreme,normal,agree,1,90054,0.0,54.0
access,7312,-1,731200,-268800,ASH_COATED_OSMIUM,SELL,10008,7,passive_resting_fill,10008,public,access,15.0,0.444444,3.3333,high,extreme,normal,agree,1,70056,0.0,56.0
access,7315,-1,731500,-268500,ASH_COATED_OSMIUM,BUY,10002,2,aggressive_cross,10002,public,access,12.0,0.84,5.04,high,extreme,normal,agree,0,-20004,0.0,-1.0
access,7315,-1,731500,-268500,ASH_COATED_OSMIUM,BUY,10002,2,aggressive_cross,10002,public,access,12.0,0.84,5.04,high,extreme,normal,agree,0,-20004,0.0,-1.0
access,7322,-1,732200,-267800,ASH_COATED_OSMIUM,BUY,10001,2,aggressive_cross,10001,public,access,12.0,0.764706,4.5882,high,extreme,normal,agree,0,-20002,0.0,-1.0
access,7322,-1,732200,-267800,ASH_COATED_OSMIUM,BUY,10001,4,aggressive_cross,10001,public,access,12.0,0.764706,4.5882,high,extreme,normal,agree,0,-40004,0.0,-2.0
access,7337,-1,733700,-266300,ASH_COATED_OSMIUM,BUY,9995,2,aggressive_cross,9995,public,access,5.0,0.222222,0.5556,medium,strong,tight,agree,0,-19990,0.0,-10.0
