day,timestamp,product,mark,side,side_sign,counterparty,trade_price,qty,cur_mid,edge_vs_mid,side_midchg_100,trade_markout_100,follow_cross_to_mid_100,follow_passive_to_mid_100,side_midchg_500,trade_markout_500,follow_cross_to_mid_500,follow_passive_to_mid_500,side_midchg_1000,trade_markout_1000,follow_cross_to_mid_1000,follow_passive_to_mid_1000,side_midchg_2000,trade_markout_2000,follow_cross_to_mid_2000,follow_passive_to_mid_2000,side_midchg_5000,trade_markout_5000,follow_cross_to_mid_5000,follow_passive_to_mid_5000,side_midchg_10000,trade_markout_10000,follow_cross_to_mid_10000,follow_passive_to_mid_10000
2,463600,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5238.0,11,5237.5,-0.5,3.0,2.5,-2.5,2.5,0.5,0.0,-5.0,0.0,0.5,0.0,-5.0,0.0,3.0,2.5,-2.5,2.5,-1.0,-1.5,-6.5,-1.5,-3.0,-3.5,-8.5,-3.5
2,464700,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5238.0,5,5237.0,-1.0,2.5,1.5,-2.5,2.5,0.5,-0.5,-4.5,0.5,1.5,0.5,-3.5,1.5,-2.5,-3.5,-7.5,-2.5,0.0,-1.0,-5.0,0.0,-0.5,-1.5,-5.5,-0.5
2,466400,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5233.0,14,5232.5,-0.5,0.0,-0.5,-1.5,1.5,3.0,2.5,1.5,4.5,1.0,0.5,-0.5,2.5,4.0,3.5,2.5,5.5,2.5,2.0,1.0,4.0,12.0,11.5,10.5,13.5
2,493000,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5240.0,12,5239.5,-0.5,1.5,1.0,-3.0,3.0,2.5,2.0,-2.0,4.0,2.0,1.5,-2.5,3.5,3.0,2.5,-1.5,4.5,4.0,3.5,-0.5,5.5,2.0,1.5,-2.5,3.5
2,521700,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5244.0,8,5243.0,-1.0,1.5,0.5,-2.5,2.5,3.0,2.0,-1.0,4.0,3.5,2.5,-0.5,4.5,6.5,5.5,2.5,7.5,6.0,5.0,2.0,7.0,5.5,4.5,1.5,6.5
2,530600,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5246.0,5,5245.0,-1.0,1.5,0.5,-2.5,2.5,2.5,1.5,-1.5,3.5,2.5,1.5,-1.5,3.5,0.5,-0.5,-3.5,1.5,-3.5,-4.5,-7.5,-2.5,-2.5,-3.5,-6.5,-1.5
2,547100,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5237.0,13,5236.5,-0.5,2.0,1.5,-2.5,2.5,1.0,0.5,-3.5,1.5,2.0,1.5,-2.5,2.5,0.0,-0.5,-4.5,0.5,2.5,2.0,-2.0,3.0,5.0,4.5,0.5,5.5
2,611300,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5244.0,6,5243.0,-1.0,0.5,-0.5,-2.5,2.5,0.5,-0.5,-2.5,2.5,0.5,-0.5,-2.5,2.5,-0.5,-1.5,-3.5,1.5,-8.5,-9.5,-11.5,-6.5,-14.0,-15.0,-17.0,-12.0
2,614100,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5244.0,10,5243.0,-1.0,1.5,0.5,-2.5,2.5,0.5,-0.5,-3.5,1.5,-2.5,-3.5,-6.5,-1.5,-8.5,-9.5,-12.5,-7.5,-3.5,-4.5,-7.5,-2.5,-8.0,-9.0,-12.0,-7.0
2,650600,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5244.0,8,5243.0,-1.0,0.5,-0.5,-2.5,2.5,-3.5,-4.5,-6.5,-1.5,4.5,3.5,1.5,6.5,4.5,3.5,1.5,6.5,9.0,8.0,6.0,11.0,14.5,13.5,11.5,16.5
2,656600,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5253.0,8,5252.0,-1.0,2.5,1.5,-2.5,2.5,0.5,-0.5,-4.5,0.5,0.5,-0.5,-4.5,0.5,0.0,-1.0,-5.0,0.0,-2.0,-3.0,-7.0,-2.0,2.5,1.5,-2.5,2.5
2,672800,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5271.0,10,5270.0,-1.0,2.5,1.5,-2.5,2.5,2.5,1.5,-2.5,2.5,0.5,-0.5,-4.5,0.5,2.0,1.0,-3.0,2.0,-3.0,-4.0,-8.0,-3.0,10.5,9.5,5.5,10.5
2,679000,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5273.0,5,5272.0,-1.0,2.5,1.5,-2.5,2.5,4.5,3.5,-0.5,4.5,4.0,3.0,-1.0,4.0,5.0,4.0,0.0,5.0,9.5,8.5,4.5,9.5,3.5,2.5,-1.5,3.5
2,687700,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5271.0,5,5270.0,-1.0,1.5,0.5,-2.5,2.5,2.5,1.5,-1.5,3.5,5.5,4.5,1.5,6.5,5.5,4.5,1.5,6.5,0.5,-0.5,-3.5,1.5,3.5,2.5,-0.5,4.5
2,700500,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5264.0,10,5263.0,-1.0,2.5,1.5,-2.5,2.5,2.5,1.5,-2.5,2.5,0.5,-0.5,-4.5,0.5,0.5,-0.5,-4.5,0.5,-0.5,-1.5,-5.5,-0.5,-5.5,-6.5,-10.5,-5.5
2,715300,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5244.0,8,5243.5,-0.5,1.0,0.5,-2.5,2.5,3.0,2.5,-0.5,4.5,4.5,4.0,1.0,6.0,0.0,-0.5,-3.5,1.5,-3.5,-4.0,-7.0,-2.0,-7.0,-7.5,-10.5,-5.5
2,717300,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5244.0,12,5243.5,-0.5,3.5,3.0,-3.0,3.0,1.0,0.5,-5.5,0.5,0.0,-0.5,-6.5,-0.5,0.5,0.0,-6.0,0.0,-4.0,-4.5,-10.5,-4.5,-11.5,-12.0,-18.0,-12.0
2,720500,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5237.0,11,5236.5,-0.5,1.5,1.0,-3.0,3.0,2.5,2.0,-2.0,4.0,4.0,3.5,-0.5,5.5,2.0,1.5,-2.5,3.5,-2.0,-2.5,-6.5,-0.5,-13.0,-13.5,-17.5,-11.5
2,744200,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5208.0,8,5207.0,-1.0,1.5,0.5,-2.5,2.5,2.0,1.0,-2.0,3.0,2.5,1.5,-1.5,3.5,9.0,8.0,5.0,10.0,8.5,7.5,4.5,9.5,14.5,13.5,10.5,15.5
2,771600,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5230.0,12,5229.5,-0.5,3.0,2.5,-2.5,2.5,4.0,3.5,-1.5,3.5,3.5,3.0,-2.0,3.0,2.5,2.0,-3.0,2.0,9.0,8.5,3.5,8.5,6.0,5.5,0.5,5.5
2,777200,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5238.0,10,5237.0,-1.0,0.0,-1.0,-3.0,3.0,2.5,1.5,-0.5,5.5,6.5,5.5,3.5,9.5,6.5,5.5,3.5,9.5,-1.5,-2.5,-4.5,1.5,11.5,10.5,8.5,14.5
2,793900,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5243.0,5,5242.0,-1.0,3.5,2.5,-2.5,2.5,-0.5,-1.5,-6.5,-1.5,-4.5,-5.5,-10.5,-5.5,-1.0,-2.0,-7.0,-2.0,0.5,-0.5,-5.5,-0.5,16.0,15.0,10.0,15.0
2,798800,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5241.0,12,5240.5,-0.5,2.0,1.5,-2.5,2.5,2.0,1.5,-2.5,2.5,7.0,6.5,2.5,7.5,10.0,9.5,5.5,10.5,17.0,16.5,12.5,17.5,19.5,19.0,15.0,20.0
2,840900,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5256.0,11,5255.5,-0.5,2.0,1.5,-2.5,2.5,4.0,3.5,-0.5,4.5,3.0,2.5,-1.5,3.5,2.5,2.0,-2.0,3.0,6.0,5.5,1.5,6.5,2.0,1.5,-2.5,2.5
2,848400,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5256.0,11,5255.0,-1.0,2.0,1.0,-3.0,3.0,1.0,0.0,-4.0,2.0,0.0,-1.0,-5.0,1.0,1.0,0.0,-4.0,2.0,3.5,2.5,-1.5,4.5,3.5,2.5,-1.5,4.5
2,862900,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5253.0,8,5252.0,-1.0,1.5,0.5,-2.5,2.5,1.0,0.0,-3.0,2.0,1.5,0.5,-2.5,2.5,1.5,0.5,-2.5,2.5,2.5,1.5,-1.5,3.5,-2.5,-3.5,-6.5,-1.5
2,872400,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5248.0,15,5247.5,-0.5,0.0,-0.5,-2.5,2.5,2.0,1.5,-0.5,4.5,0.0,-0.5,-2.5,2.5,-0.5,-1.0,-3.0,2.0,-1.0,-1.5,-3.5,1.5,4.0,3.5,1.5,6.5
2,887900,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5269.0,15,5268.5,-0.5,3.0,2.5,-2.5,2.5,-3.0,-3.5,-8.5,-3.5,-5.0,-5.5,-10.5,-5.5,-4.0,-4.5,-9.5,-4.5,4.0,3.5,-1.5,3.5,9.0,8.5,3.5,8.5
2,902700,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5282.0,9,5281.5,-0.5,2.0,1.5,-2.5,2.5,1.5,1.0,-3.0,2.0,1.5,1.0,-3.0,2.0,-2.5,-3.0,-7.0,-2.0,-3.0,-3.5,-7.5,-2.5,-1.0,-1.5,-5.5,-0.5
2,912000,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5276.0,9,5275.5,-0.5,1.0,0.5,-2.5,2.5,3.0,2.5,-0.5,4.5,7.5,7.0,4.0,9.0,6.0,5.5,2.5,7.5,10.0,9.5,6.5,11.5,10.5,10.0,7.0,12.0
2,914300,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5280.0,8,5279.0,-1.0,1.5,0.5,-2.5,2.5,4.0,3.0,0.0,5.0,6.5,5.5,2.5,7.5,7.5,6.5,3.5,8.5,5.5,4.5,1.5,6.5,6.0,5.0,2.0,7.0
2,915700,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5285.0,6,5284.0,-1.0,3.5,2.5,-2.5,2.5,3.5,2.5,-2.5,2.5,1.5,0.5,-4.5,0.5,-0.5,-1.5,-6.5,-1.5,0.5,-0.5,-5.5,-0.5,-3.5,-4.5,-9.5,-4.5
2,941000,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5274.0,9,5273.5,-0.5,2.5,2.0,-3.0,3.0,0.0,-0.5,-5.5,0.5,0.0,-0.5,-5.5,0.5,-4.0,-4.5,-9.5,-3.5,3.0,2.5,-2.5,3.5,1.5,1.0,-4.0,2.0
2,956000,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5276.0,7,5275.0,-1.0,2.0,1.0,-3.0,3.0,2.5,1.5,-2.5,3.5,3.5,2.5,-1.5,4.5,-0.5,-1.5,-5.5,0.5,-6.5,-7.5,-11.5,-5.5,-11.0,-12.0,-16.0,-10.0
2,958700,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5271.0,8,5270.0,-1.0,2.0,1.0,-3.0,3.0,2.5,1.5,-2.5,3.5,2.0,1.0,-3.0,3.0,-1.5,-2.5,-6.5,-0.5,-6.5,-7.5,-11.5,-5.5,-7.0,-8.0,-12.0,-6.0
2,959400,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5271.0,7,5270.0,-1.0,1.5,0.5,-2.5,2.5,2.0,1.0,-2.0,3.0,-0.5,-1.5,-4.5,0.5,-1.5,-2.5,-5.5,-0.5,-2.5,-3.5,-6.5,-1.5,-7.5,-8.5,-11.5,-6.5
2,993500,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5280.0,13,5279.5,-0.5,0.0,-0.5,-2.5,2.5,2.0,1.5,-0.5,4.5,3.5,3.0,1.0,6.0,7.0,6.5,4.5,9.5,18.0,17.5,15.5,20.5,,,,
3,31400,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5264.0,7,5263.0,-1.0,3.5,2.5,-2.5,2.5,1.5,0.5,-4.5,0.5,4.5,3.5,-1.5,3.5,7.5,6.5,1.5,6.5,8.5,7.5,2.5,7.5,-11.5,-12.5,-17.5,-12.5
3,58300,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5257.0,6,5256.0,-1.0,2.5,1.5,-2.5,2.5,1.5,0.5,-3.5,1.5,-2.0,-3.0,-7.0,-2.0,-5.5,-6.5,-10.5,-5.5,-4.5,-5.5,-9.5,-4.5,1.0,0.0,-4.0,1.0
3,77300,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5256.0,6,5255.5,-0.5,1.5,1.0,-3.0,3.0,0.0,-0.5,-4.5,1.5,1.5,1.0,-3.0,3.0,5.0,4.5,0.5,6.5,6.0,5.5,1.5,7.5,-8.5,-9.0,-13.0,-7.0
3,77600,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5255.0,7,5254.0,-1.0,1.0,0.0,-1.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,3.0,5.5,4.5,3.5,5.5,6.5,5.5,4.5,6.5,-6.5,-7.5,-8.5,-6.5
3,99400,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5253.0,12,5252.5,-0.5,2.0,1.5,-2.5,2.5,1.0,0.5,-3.5,1.5,1.0,0.5,-3.5,1.5,4.0,3.5,-0.5,4.5,-2.0,-2.5,-6.5,-1.5,2.0,1.5,-2.5,2.5
3,103700,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5251.0,8,5250.0,-1.0,3.5,2.5,-2.5,2.5,2.5,1.5,-3.5,1.5,-0.5,-1.5,-6.5,-1.5,-3.5,-4.5,-9.5,-4.5,4.0,3.0,-2.0,3.0,-13.5,-14.5,-19.5,-14.5
3,115000,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5239.0,9,5238.0,-1.0,0.5,-0.5,-2.5,2.5,-0.5,-1.5,-3.5,1.5,1.5,0.5,-1.5,3.5,1.5,0.5,-1.5,3.5,1.5,0.5,-1.5,3.5,3.0,2.0,0.0,5.0
3,117400,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5231.0,9,5230.5,-0.5,3.0,2.5,-2.5,2.5,5.5,5.0,0.0,5.0,6.0,5.5,0.5,5.5,6.0,5.5,0.5,5.5,13.0,12.5,7.5,12.5,8.5,8.0,3.0,8.0
3,121800,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5243.0,8,5242.0,-1.0,1.5,0.5,-2.5,2.5,2.0,1.0,-2.0,3.0,2.5,1.5,-1.5,3.5,0.5,-0.5,-3.5,1.5,-0.5,-1.5,-4.5,0.5,7.5,6.5,3.5,8.5
3,130800,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5247.0,9,5246.0,-1.0,1.5,0.5,-2.5,2.5,2.5,1.5,-1.5,3.5,3.5,2.5,-0.5,4.5,5.5,4.5,1.5,6.5,5.5,4.5,1.5,6.5,-6.5,-7.5,-10.5,-5.5
3,215100,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5231.0,14,5230.5,-0.5,2.0,1.5,-2.5,2.5,2.0,1.5,-2.5,2.5,2.0,1.5,-2.5,2.5,-3.0,-3.5,-7.5,-2.5,3.0,2.5,-1.5,3.5,-1.0,-1.5,-5.5,-0.5
3,254000,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5242.0,7,5241.0,-1.0,0.5,-0.5,-2.5,2.5,-1.0,-2.0,-4.0,1.0,-1.5,-2.5,-4.5,0.5,-3.5,-4.5,-6.5,-1.5,-4.5,-5.5,-7.5,-2.5,-11.5,-12.5,-14.5,-9.5
3,254300,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5239.0,15,5238.5,-0.5,3.0,2.5,-2.5,2.5,1.0,0.5,-4.5,0.5,1.0,0.5,-4.5,0.5,-1.0,-1.5,-6.5,-1.5,-3.0,-3.5,-8.5,-3.5,-3.5,-4.0,-9.0,-4.0
3,264000,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5230.0,9,5229.5,-0.5,4.0,3.5,-2.5,2.5,6.5,6.0,0.0,5.0,8.5,8.0,2.0,7.0,4.5,4.0,-2.0,3.0,7.5,7.0,1.0,6.0,9.5,9.0,3.0,8.0
3,285600,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5245.0,7,5244.0,-1.0,1.5,0.5,-2.5,2.5,-1.5,-2.5,-5.5,-0.5,-1.5,-2.5,-5.5,-0.5,-3.0,-4.0,-7.0,-2.0,-15.0,-16.0,-19.0,-14.0,-25.5,-26.5,-29.5,-24.5
3,294300,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5226.0,10,5225.0,-1.0,3.5,2.5,-2.5,2.5,0.5,-0.5,-5.5,-0.5,-3.5,-4.5,-9.5,-4.5,-2.0,-3.0,-8.0,-3.0,-2.5,-3.5,-8.5,-3.5,-6.5,-7.5,-12.5,-7.5
3,349100,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5220.0,6,5219.0,-1.0,2.5,1.5,-2.5,2.5,3.5,2.5,-1.5,3.5,5.5,4.5,0.5,5.5,3.5,2.5,-1.5,3.5,-5.0,-6.0,-10.0,-5.0,-1.5,-2.5,-6.5,-1.5
3,352000,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5221.0,9,5220.0,-1.0,1.5,0.5,-2.5,2.5,-1.5,-2.5,-5.5,-0.5,-3.5,-4.5,-7.5,-2.5,-7.0,-8.0,-11.0,-6.0,1.5,0.5,-2.5,2.5,-0.5,-1.5,-4.5,0.5
3,357500,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5216.0,11,5215.5,-0.5,2.5,2.0,-3.0,3.0,2.0,1.5,-3.5,2.5,0.0,-0.5,-5.5,0.5,1.0,0.5,-4.5,1.5,3.0,2.5,-2.5,3.5,10.0,9.5,4.5,10.5
3,405400,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5241.0,8,5240.0,-1.0,2.5,1.5,-2.5,2.5,-0.5,-1.5,-5.5,-0.5,-3.5,-4.5,-8.5,-3.5,-3.5,-4.5,-8.5,-3.5,-6.0,-7.0,-11.0,-6.0,-9.5,-10.5,-14.5,-9.5
3,406500,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5236.0,14,5235.5,-0.5,0.5,0.0,-3.0,3.0,-1.0,-1.5,-4.5,1.5,-1.0,-1.5,-4.5,1.5,-1.0,-1.5,-4.5,1.5,-1.0,-1.5,-4.5,1.5,-7.0,-7.5,-10.5,-4.5
3,443100,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5217.0,11,5216.5,-0.5,2.0,1.5,-2.5,2.5,0.0,-0.5,-4.5,0.5,1.5,1.0,-3.0,2.0,-4.5,-5.0,-9.0,-4.0,-8.0,-8.5,-12.5,-7.5,-5.0,-5.5,-9.5,-4.5
3,462100,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5212.0,9,5211.0,-1.0,3.5,2.5,-2.5,2.5,1.5,0.5,-4.5,0.5,5.0,4.0,-1.0,4.0,6.5,5.5,0.5,5.5,3.5,2.5,-2.5,2.5,0.5,-0.5,-5.5,-0.5
3,512800,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5203.0,9,5202.0,-1.0,1.5,0.5,-2.5,2.5,4.5,3.5,0.5,5.5,4.5,3.5,0.5,5.5,4.5,3.5,0.5,5.5,9.0,8.0,5.0,10.0,8.0,7.0,4.0,9.0
3,560900,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5214.0,9,5213.0,-1.0,2.0,1.0,-3.0,3.0,3.5,2.5,-1.5,4.5,3.5,2.5,-1.5,4.5,8.0,7.0,3.0,9.0,12.5,11.5,7.5,13.5,11.5,10.5,6.5,12.5
3,588300,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5216.0,5,5215.0,-1.0,3.5,2.5,-2.5,2.5,5.5,4.5,-0.5,4.5,8.5,7.5,2.5,7.5,8.0,7.0,2.0,7.0,4.5,3.5,-1.5,3.5,11.5,10.5,5.5,10.5
3,616700,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5230.0,14,5229.5,-0.5,1.0,0.5,-2.5,2.5,-1.5,-2.0,-5.0,0.0,4.0,3.5,0.5,5.5,0.5,0.0,-3.0,2.0,-12.0,-12.5,-15.5,-10.5,6.0,5.5,2.5,7.5
3,653400,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5252.0,9,5251.5,-0.5,2.5,2.0,-3.0,3.0,2.0,1.5,-3.5,2.5,4.0,3.5,-1.5,4.5,0.0,-0.5,-5.5,0.5,4.0,3.5,-1.5,4.5,10.0,9.5,4.5,10.5
3,663100,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5262.0,8,5261.0,-1.0,0.5,-0.5,-2.5,2.5,-1.5,-2.5,-4.5,0.5,-1.5,-2.5,-4.5,0.5,-2.0,-3.0,-5.0,0.0,-5.5,-6.5,-8.5,-3.5,-9.5,-10.5,-12.5,-7.5
3,677300,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5251.0,10,5250.0,-1.0,2.5,1.5,-2.5,2.5,4.5,3.5,-0.5,4.5,3.5,2.5,-1.5,3.5,4.0,3.0,-1.0,4.0,0.5,-0.5,-4.5,0.5,-4.5,-5.5,-9.5,-4.5
3,700600,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5243.0,14,5242.5,-0.5,3.0,2.5,-2.5,2.5,4.5,4.0,-1.0,4.0,2.0,1.5,-3.5,1.5,3.0,2.5,-2.5,2.5,2.0,1.5,-3.5,1.5,18.0,17.5,12.5,17.5
3,701000,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5245.0,9,5244.5,-0.5,2.5,2.0,-3.0,3.0,0.0,-0.5,-5.5,0.5,0.0,-0.5,-5.5,0.5,0.0,-0.5,-5.5,0.5,1.0,0.5,-4.5,1.5,17.0,16.5,11.5,17.5
3,707800,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5247.0,14,5246.5,-0.5,2.5,2.0,-3.0,3.0,7.0,6.5,1.5,7.5,5.5,5.0,0.0,6.0,10.0,9.5,4.5,10.5,16.0,15.5,10.5,16.5,14.5,14.0,9.0,15.0
3,718600,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5257.0,12,5256.5,-0.5,3.5,3.0,-3.0,3.0,3.0,2.5,-3.5,2.5,3.0,2.5,-3.5,2.5,1.0,0.5,-5.5,0.5,1.0,0.5,-5.5,0.5,0.0,-0.5,-6.5,-0.5
3,720000,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5258.0,8,5257.0,-1.0,2.0,1.0,-3.0,3.0,0.5,-0.5,-4.5,1.5,2.5,1.5,-2.5,3.5,1.0,0.0,-4.0,2.0,-1.5,-2.5,-6.5,-0.5,1.0,0.0,-4.0,2.0
3,753400,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5228.0,9,5227.0,-1.0,3.0,2.0,-3.0,3.0,4.5,3.5,-1.5,4.5,3.5,2.5,-2.5,3.5,3.5,2.5,-2.5,3.5,9.5,8.5,3.5,9.5,-2.5,-3.5,-8.5,-2.5
3,755400,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5231.0,8,5230.5,-0.5,0.5,0.0,-3.0,3.0,2.0,1.5,-1.5,4.5,5.5,5.0,2.0,8.0,7.5,7.0,4.0,10.0,-2.0,-2.5,-5.5,0.5,-3.5,-4.0,-7.0,-1.0
3,769200,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5234.0,9,5233.5,-0.5,1.0,0.5,-2.5,2.5,-1.0,-1.5,-4.5,0.5,0.0,-0.5,-3.5,1.5,2.0,1.5,-1.5,3.5,-2.5,-3.0,-6.0,-1.0,-2.0,-2.5,-5.5,-0.5
3,810500,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5258.0,2,5257.5,-0.5,2.0,1.5,-2.5,2.5,5.0,4.5,0.5,5.5,5.5,5.0,1.0,6.0,7.0,6.5,2.5,7.5,3.0,2.5,-1.5,3.5,-4.0,-4.5,-8.5,-3.5
3,873400,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5235.0,8,5234.0,-1.0,2.5,1.5,-2.5,2.5,2.5,1.5,-2.5,2.5,4.5,3.5,-0.5,4.5,4.5,3.5,-0.5,4.5,1.5,0.5,-3.5,1.5,-10.5,-11.5,-15.5,-10.5
3,896800,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 55,5241.0,1,5242.5,1.5,0.0,1.5,-2.5,2.5,-0.5,1.0,-3.0,2.0,4.0,5.5,1.5,6.5,7.0,8.5,4.5,9.5,8.5,10.0,6.0,11.0,19.0,20.5,16.5,21.5
3,911500,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5253.0,10,5252.0,-1.0,-0.5,-1.5,-2.5,2.5,0.5,-0.5,-1.5,3.5,-0.5,-1.5,-2.5,2.5,0.5,-0.5,-1.5,3.5,-0.5,-1.5,-2.5,2.5,5.5,4.5,3.5,8.5
3,947000,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5270.0,12,5269.0,-1.0,3.5,2.5,-2.5,2.5,3.5,2.5,-2.5,2.5,8.5,7.5,2.5,7.5,8.5,7.5,2.5,7.5,1.5,0.5,-4.5,0.5,0.5,-0.5,-5.5,-0.5
3,961800,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 22,5272.0,7,5271.0,-1.0,2.0,1.0,-3.0,3.0,4.0,3.0,-1.0,5.0,6.0,5.0,1.0,7.0,8.5,7.5,3.5,9.5,0.5,-0.5,-4.5,1.5,-13.0,-14.0,-18.0,-12.0
3,969100,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5263.0,11,5262.5,-0.5,2.0,1.5,-1.5,1.5,1.0,0.5,-2.5,0.5,1.0,0.5,-2.5,0.5,0.0,-0.5,-3.5,-0.5,-10.0,-10.5,-13.5,-10.5,-22.0,-22.5,-25.5,-22.5
3,984300,VELVETFRUIT_EXTRACT,Mark 67,BUY,1,Mark 49,5244.0,15,5243.5,-0.5,3.0,2.5,-2.5,2.5,3.5,3.0,-2.0,3.0,0.0,-0.5,-5.5,-0.5,-2.5,-3.0,-8.0,-3.0,-6.0,-6.5,-11.5,-6.5,-4.5,-5.0,-10.0,-5.0
